Collection,Company,Product,Variant,Translations,Unit Cost,Updated At,Inventory Quantity
Beef,Unknown,Frozen T-Bone/Porterhouse Steak (1LB/Pack),No Variant,冷冻波特豪斯牛排 (T骨牛排) (1LB/份),16.99 CAD,2024-01-21T22:55:32Z,2
Beef,Unknown,Frozen Beef Brisket,1000g,"冷冻牛腩 , 1000g",N/A,2024-02-08T04:12:22Z,5
Beef,Unknown,Frozen Beef Brisket,1200g,"冷冻牛腩 , 1200g",N/A,2024-02-08T04:12:22Z,0
Beef,Unknown,Frozen Beef Brisket,760g,"冷冻牛腩 , 760g",N/A,2024-02-08T04:12:22Z,0
Beef,Unknown,Frozen Beef Short Ribs Boneless Slaps,960g,"冷冻无骨整块牛仔骨排 , 960g",17.99 CAD,2024-02-08T03:35:40Z,0
Beef,Unknown,Frozen Beef Short Ribs Boneless Slaps,900g,"冷冻无骨整块牛仔骨排 , 900g",17.99 CAD,2024-02-08T03:35:40Z,0
Beef,Unknown,Frozen Beef Short Ribs Boneless Slaps,800g,"冷冻无骨整块牛仔骨排 , 800g",17.99 CAD,2024-02-08T03:35:40Z,0
Beef,Unknown,Frozen Beef Short Ribs Boneless Slaps,1000g,"冷冻无骨整块牛仔骨排 , 1000g",17.99 CAD,2024-02-08T03:35:40Z,0
Beef,Unknown,Frozen Beef Knuckle Bones (2LB/Pack),No Variant,冷冻牛膝骨 (2LB/包）,5.38 CAD,2024-01-07T06:17:50Z,0
Beef,Unknown,Frozen Prime New York Striploin Steak (1LB/Pack),No Variant,冷冻精选厚切纽约西冷牛排 (1LB/份),17.25 CAD,2024-01-07T06:27:11Z,5
Biscuits & Cookies,Garden,Garden · Cream Wafer(200g),Garden · Coconut Cream Wafer (200g),"嘉顿 · 威化饼系列 (200g), 椰子味",2.0 CAD,2023-11-07T06:51:07Z,3
Biscuits & Cookies,Garden,Garden · Cream Wafer(200g),Garden · Chocolate Cream Wafer (200g),"嘉顿 · 威化饼系列 (200g), 巧克力味",2.0 CAD,2023-11-07T06:51:07Z,0
Biscuits & Cookies,Garden,Garden · Cream Wafer(200g),Garden · Peanut Cream Wafer (200g),"嘉顿 · 威化饼系列 (200g), 花生味",2.0 CAD,2023-11-07T06:51:07Z,0
Biscuits & Cookies,Garden,Garden · Cream Wafer(200g),Garden · Coffee Cream Wafer (200g),"嘉顿 · 威化饼系列 (200g), 咖啡味",2.0 CAD,2023-11-07T06:51:07Z,0
Biscuits & Cookies,Garden,Garden · Cream Wafer(200g),Garden · Durian Cream Wafer (200g),"嘉顿 · 威化饼系列 (200g), 榴莲味",2.0 CAD,2023-11-07T06:51:07Z,2
Biscuits & Cookies,Hot Kid,Hot Kid · Milk Flavored Steamed Buns (210g),No Variant,旺仔 · 特浓牛奶味小馒头 (210g),N/A,2023-12-24T23:13:44Z,0
Biscuits & Cookies,Hot Kid,Hot Kid · Honey Flavored Steamed Buns (210g),No Variant,旺仔 · 蜂蜜味小馒头 (210g),N/A,2023-12-24T23:11:06Z,0
Biscuits & Cookies,House Cat,House Cat · Cheese Crispy Biscuits (118g),No Variant,,2.0 CAD,2024-02-24T06:58:39Z,4
Biscuits & Cookies,LSBD,LSBD · Purple Sweet Potato Flavor Butterfly Crisp (172g),No Variant,恋尚宝岛 · 蝴蝶酥紫薯味 (172g),2.5 CAD,2024-01-17T23:02:47Z,1
Biscuits & Cookies,LSBD,LSBD · Original Flavor Butterfly Crisp (172g),No Variant,恋尚宝岛 · 蝴蝶酥原味 (172g),2.5 CAD,2024-01-17T23:00:10Z,0
Biscuits & Cookies,Master Kong,Master Kong · Cheese Flavor Biscuit (240g),No Variant,康师傅 · 咸酥夹心奶油芝士味饼干 (240g),3.0 CAD,2024-02-04T19:32:17Z,1
Biscuits & Cookies,Master Kong,Master Kong · Salted Milk Flavor Biscuit (240g),No Variant,康师傅 · 咸酥夹心葱香奶油味饼干 (240g),3.0 CAD,2024-02-04T19:30:08Z,2
Biscuits & Cookies,Master Kong,Master Kong · Lemon Flavor Sweet Biscuit (240g),No Variant,康师傅 · 甜酥夹心清新柠檬味 (240g),3.0 CAD,2024-02-04T19:25:32Z,4
Biscuits & Cookies,Master Kong,Master Kong · Chocolate Flavor Biscuit (40g),No Variant,康师傅 · 彩迪卷巧克力口味 (40g),1.5 CAD,2024-02-04T08:06:20Z,4
Biscuits & Cookies,Master Kong,Master Kong · Green Onion Flavor Biscuit (255g),No Variant,康师傅 · 美味酥葱香味 (255g),3.0 CAD,2024-02-04T08:14:54Z,0
Biscuits & Cookies,Master Kong,Master Kong · BBQ Flavor Biscuit (255g),No Variant,康师傅 · 美味酥什锦烧烤味 (255g),3.0 CAD,2024-02-04T08:11:01Z,0
Biscuits & Cookies,Master Kong,Master Kong · Chocolate Flavor Sweet Biscuit (240g),No Variant,康师傅 · 甜酥夹心榛子巧克力味 (240g),3.0 CAD,2024-02-04T19:27:28Z,0
Biscuits & Cookies,Master Kong,Master Kong · Yolk Flavor Biscuit (240g),No Variant,康师傅 · 蛋黄也酥酥蛋黄味 (240g),3.0 CAD,2024-02-04T08:12:49Z,0
Biscuits & Cookies,Nestle,Nestle · Choco Flavor Crackers (595.2g),No Variant,雀巢 · 脆脆鲨威化饼巧克力味 (595.2g),8.5 CAD,2024-02-23T04:25:24Z,0
Biscuits & Cookies,Pacific,Pacific · Seaweed Flavor Soda Crackers (400g),No Variant,太平 · 海苔梳打饼干 (400g),3.8 CAD,2024-02-04T08:42:14Z,0
Biscuits & Cookies,Pacific,Pacific · Salted Flavor Soda Crackers (400g),No Variant,太平 · 奶盐味梳打饼干 (400g),3.8 CAD,2024-02-04T08:45:32Z,0
Biscuits & Cookies,Pacific,Pacific · Green Onion Flavor Soda Crackers (400g),No Variant,太平 · 香葱味梳打饼干 (400g),3.8 CAD,2024-02-04T08:43:48Z,0
Biscuits & Cookies,San Niu,San Niu · Shanghai Biscuits (400g),No Variant,三牛 · 上海万年青饼干 (400g),3.0 CAD,2023-12-10T00:04:12Z,0
Biscuits & Cookies,Want Want,Want Want · Coconut Milk Flavor Crepe Stick (60g),No Variant,旺旺 · 椰奶味黑白配 (60g),N/A,2023-11-07T06:51:42Z,0
Biscuits & Cookies,Want Want,Want Want · Vanilla Flavor Crepe Stick (60g),No Variant,旺旺 · 黑白配 (60g),N/A,2023-11-07T06:51:51Z,0
Biscuits & Cookies,Want Want,Want Want · Caramel Milk Flavor Crepe Stick (60g),No Variant,旺旺 · 黑白配 焦糖奶香味(60g),N/A,2023-11-07T06:51:41Z,0
Biscuits & Cookies,Want Want,Want Want · Milk Flavor Puff (100g),No Variant,旺旺 · 奶味泡芙 (100g),N/A,2023-11-07T06:51:41Z,0
Biscuits & Cookies,Weijue,Weijue · Vegetable Thin Pancakes (300g),No Variant,味觉 · 蔬菜薄饼(300g),2.5 CAD,2023-12-18T23:08:31Z,1
Biscuits & Cookies,YangHang,YangHang · Salted Egg Yolk Biscuits(120g),No Variant,杨航 · 咸蛋黄元气饼 (120g),N/A,2023-11-07T06:51:15Z,0
Biscuits & Cookies,YangHang,YangHang · Black Sesame Biscuits(120g),No Variant,杨航 · 黑芝麻元气饼 (120g),N/A,2023-11-07T06:51:14Z,0
Biscuits & Cookies,YangHang,YangHang · Black Sesame Lava Biscuits (160g),No Variant,杨航 · 黑芝麻流心酥 (160g),N/A,2023-11-07T06:51:15Z,0
Buns & Dim Sum,Bi Feng Tang,Bi Feng Tang ·  Handmade Shrimp Dumpling(6*25g),No Variant,避风塘 · 手工港式虾饺 (6*25g),5.0 CAD,2023-12-27T20:26:20Z,3
Buns & Dim Sum,Bi Feng Tang,Bi Feng Tang · Four-Colour Pineapple Buns (4*30g),No Variant,避风塘 · 缤纷港式菠萝包 (4*30g),3.8 CAD,2023-12-27T20:26:36Z,0
Buns & Dim Sum,HuoJia,HuoJia · Thin Skin Bun Three Fresh Deicis (420g),No Variant,霍嘉 · 素三鲜薄皮素包 (420g),3.6 CAD,2024-01-06T00:45:37Z,0
Buns & Dim Sum,HuoJia,HuoJia · Thin Skin Bun Mushroom & Vegetable (420g),No Variant,霍嘉 · 香菇青菜薄皮素包 (420g),3.6 CAD,2024-01-06T00:19:57Z,0
Buns & Dim Sum,HuoJia,HuoJia · Thin Skin Bun Shepherd's Purse (420g),No Variant,霍嘉 · 荠菜鸡蛋薄皮素包 (420g),3.6 CAD,2024-01-06T01:15:27Z,2
Buns & Dim Sum,San Quan,San Quan · Hedgehog Shaped Bean Paste Buns (375g),No Variant,三全 · 小刺猬豆沙包 (375g),2.6 CAD,2024-01-06T01:54:19Z,2
Buns & Dim Sum,San Quan,San Quan · Wheat Flavored Steamed Buns (480g),No Variant,三全 · 麦香原味馒头 (480g),2.8 CAD,2024-01-06T02:02:42Z,0
Buns & Dim Sum,San Quan,San Quan · Frozen Rabbit Shaped Custard Buns (375g),No Variant,三全 · 小玉兔奶黄包 (375g),2.6 CAD,2024-01-06T01:49:23Z,1
Buns & Dim Sum,San Quan,San Quan · Fried Dough Sticks (400g),No Variant,三全 · 小胖子油条 (400g),3.3 CAD,2023-11-07T03:23:21Z,4
Buns & Dim Sum,San Quan,San Quan · Steamed Twisted Roll (300g),No Variant,三全 · 葱油花卷 (300g),N/A,2024-01-06T01:43:00Z,0
Buns & Dim Sum,Synear,Synear · Pork&Shrimp Soup Dumplings (300g),No Variant,思念 · 猪肉鲜虾味金牌小笼包 (300g),5.8 CAD,2023-11-07T03:23:09Z,0
Buns & Dim Sum,Synear,Synear · Pork&Carb Soup Dumplings (300g),No Variant,思念 · 猪肉蟹肉味金牌小笼包 (300g),5.8 CAD,2023-11-30T01:43:58Z,0
Buns & Dim Sum,Synear,Synear · Preserved Vegetable Bun (270g),No Variant,思念 · 梅干菜包 (270g),4.25 CAD,2023-11-07T03:23:11Z,0
Buns & Dim Sum,Synear,Synear · Brown Sugar Buns (400g),No Variant,思念 · 中华面点红糖馒头 (400g),N/A,2023-11-01T00:25:02Z,0
Buns & Dim Sum,Synear,Synear · Shepherd & Egg Bun (270g),No Variant,思念 · 荠菜鸡蛋包 (270g),4.25 CAD,2023-11-07T03:23:10Z,0
Buns & Dim Sum,Synear,Synear · Brown Sugar Oat Buns (420g),No Variant,思念 · 中华面点红糖燕麦馒头 (420g),N/A,2023-11-07T03:23:14Z,0
Buns & Dim Sum,Synear,Synear · Steamed Twisted Roll (360g),No Variant,思念 · 中华面点葱油花卷 (360g),N/A,2023-11-07T03:23:14Z,0
Buns & Dim Sum,Te Bie Cai Yuan,Te Bie Cai Yuan · Golden Vegetable Bun(600g),Dandelion,"特别菜园 · 黄金菜团系列 (600g), 黄金蒲公英",3.0 CAD,2024-01-22T02:00:41Z,0
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,Pork(520g),"天天点心 · 包子系列 , 鲜肉包",3.0 CAD,2024-03-14T18:11:26Z,2
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,Chicken(520g),"天天点心 · 包子系列 , 鸡肉包",3.0 CAD,2023-11-07T03:22:45Z,0
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,Red Bean(480g),"天天点心 · 包子系列 , 红豆包",3.0 CAD,2023-11-07T03:22:45Z,0
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,Whole Wheat(700g),"天天点心 · 包子系列 , 全麦馒头",3.0 CAD,2023-11-07T03:22:45Z,0
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,Brown Sugar(700g),"天天点心 · 包子系列 , 红糖馒头",N/A,2023-11-07T03:22:45Z,0
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,Leeks(480g),"天天点心 · 包子系列 , 韭菜肉包",N/A,2023-11-07T03:22:45Z,0
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,Handmade Bun(700g),"天天点心 · 包子系列 , 手工馒头",3.0 CAD,2023-11-07T03:22:45Z,0
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,Dried Cabbage(520g),"天天点心 · 包子系列 , 梅菜肉包",3.0 CAD,2023-11-07T03:22:45Z,0
Buns & Dim Sum,Unique,Unique · Sticky Rice With Chicken (340g),No Variant,唯一 · 糯米鸡 (340g),3.7 CAD,2023-11-07T03:22:31Z,0
Buns & Dim Sum,Wan Chai Ferry,Wan Chai Ferry · Steam Bun Series,Red Bean Paste (350g),"湾仔码头 · 包子系列, 秘制豆沙包",4.0 CAD,2023-11-07T03:23:24Z,0
Buns & Dim Sum,Wu Ting,Wu Ting · Flour Bun(240g),No Variant,五亭 · 千层油糕 (240g),1.9 CAD,2023-11-16T05:36:46Z,3
Buns & Dim Sum,Wu Ting,Wu Ting · Mushroom ShaoMai (6*50g),No Variant,,2.5 CAD,2023-11-16T05:55:14Z,0
Buns & Dim Sum,Wu Ting,Wu Ting · Steamed Bun Series(480g),Dried Cabbage," 五亭 · 包子系列 (480g), 梅干菜包",3.5 CAD,2023-11-07T03:22:47Z,0
Buns & Dim Sum,Wu Ting,Wu Ting · Steamed Bun Series(480g),Mushroom & Bamboo," 五亭 · 包子系列 (480g), 三丁包",N/A,2024-01-28T01:39:36Z,0
Buns & Dim Sum,Wu Ting,Wu Ting · Steamed Bun Series(480g),Mushroom & Vegetable," 五亭 · 包子系列 (480g), 青菜香菇包",N/A,2023-11-07T03:22:47Z,0
Buns & Dim Sum,Wu Ting,Wu Ting · Steamed Bun Series(480g),Radish," 五亭 · 包子系列 (480g), 萝卜丝包",N/A,2023-11-07T03:22:47Z,0
Buns & Dim Sum,Wu Ting,Wu Ting · Steamed Bun Series(480g),Chinese Spinach," 五亭 · 包子系列 (480g), 荠菜包",3.5 CAD,2024-02-20T23:27:55Z,0
Buns & Dim Sum,YangZhou,YangZhou · Frozen Dried Cabbage Bun (80g*6),No Variant,扬州 · 五亭梅干菜包 (80g*6),N/A,2024-01-06T03:58:26Z,0
Cakes & Pastries,DUJOSOO,DUJOSOO · Fluffy Mayo Bread (400g),No Variant,独角兽 · 全麦麸奶黄夹心欧包 (400g),6.2 CAD,2024-01-17T16:24:01Z,2
Cakes & Pastries,DUJOSOO,DUJOSOO · Fluffy Choco Bread (400g),No Variant,独角兽 · 全麦麸巧克力爆浆欧包 (400g),6.2 CAD,2024-01-17T16:26:18Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Orange Flavor Croissant (6*25g),No Variant,达利园 · 香橙味羊角面包 (6*25g),2.46 CAD,2023-12-08T07:56:17Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Nagasakl cake (400g),No Variant,达利园 · 长崎蛋糕 (400g),4.5 CAD,2023-12-27T20:54:34Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Egg Europeany cake (225g),No Variant,达利园 · 欧式面包 (225g),2.5 CAD,2023-12-27T20:50:02Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Mashed Taro Waxy Bread (230g),No Variant,达利园 · 芋泥味糯面包 (230g),2.5 CAD,2023-12-27T20:52:42Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Cream Cake Series (460g),Strawberry,"达利园 · 注心派系列 (460g), 草莓味",4.5 CAD,2023-12-27T20:49:44Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Cream Cake Series (460g),Egg,"达利园 · 注心派系列 (460g), 蛋黄味",4.5 CAD,2023-12-27T20:49:44Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · French Soft Bread Series,Milk (360g),"达利园 · 法式小面包系列, 香奶味 (360g)",4.5 CAD,2023-12-27T20:52:23Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · French Soft Bread Series,Milk (400g),"达利园 · 法式小面包系列, 香奶味 (400g)",4.5 CAD,2023-12-27T20:52:23Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · French Soft Bread Series,Orange (360g),"达利园 · 法式小面包系列, 橙子味 (360g)",4.5 CAD,2023-12-27T20:51:51Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · French Soft Bread Series,Cranberry (360g),"达利园 · 法式小面包系列, 蔓越莓味 (360g)",4.5 CAD,2023-12-27T20:51:21Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · French Soft Bread Series,Yogurt (360g),"达利园 · 法式小面包系列, 乳酸菌味 (360g)",4.5 CAD,2023-12-27T20:51:04Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · French Soft Bread Series,Whole Wheat (400g),"达利园 · 法式小面包系列, 黑全麦 (400g)",4.5 CAD,2023-12-27T20:50:48Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Swiss Roll Series (240g),Chocolate,"达利园 · 瑞士卷系列 (12*20g), 巧克力",3.5 CAD,2023-12-27T20:55:25Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Swiss Roll Series (240g),Banana,"达利园 · 瑞士卷系列 (12*20g), 香蕉",3.5 CAD,2023-12-27T20:55:25Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Swiss Roll Series (240g),Orange,"达利园 · 瑞士卷系列 (12*20g), 橙子",3.5 CAD,2023-12-27T20:55:25Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Swiss Roll Series (240g),Strawberry,"达利园 · 瑞士卷系列 (12*20g), 草莓",3.5 CAD,2023-12-27T20:55:25Z,0
Cakes & Pastries,Gocookie,Gocookie · Sea Salt & Cheese Sachima(128g),No Variant,谷焙奇 · 芝士海盐沙琪玛(128g),N/A,2023-11-07T06:51:22Z,0
Cakes & Pastries,Gocookie,Gocookie · Yogurt & Cranberries Sachima (128g),No Variant,谷焙奇 · 酸奶蔓越莓沙琪玛(128g),N/A,2023-11-07T06:51:23Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Thick Pineapple Pastry (190g),No Variant,徐福记 · 厚切凤梨酥 (190g),3.8 CAD,2023-11-14T22:06:03Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Thick Mango Pastry (190g),No Variant,徐福记 · 厚切芒果酥 (190g),3.8 CAD,2023-11-14T22:03:14Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Cheese Rolled Cookies (105g),No Variant,徐福记 · 芝士味卷心酥 (105g),1.5 CAD,2023-11-14T21:58:23Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Cream Rolled Cookies (105g),No Variant,徐福记 · 奶油味卷心酥 (105g),1.5 CAD,2023-11-14T21:57:57Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Mango Pastry (184g),No Variant,徐福记 · 芒果酥 (184g),2.5 CAD,2023-11-14T22:05:28Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Crispy Sesame Flavor Sachima (469g),No Variant,徐福记 · 脆芝麻味沙琪玛 (469g),N/A,2023-11-07T06:50:50Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Brown Sugar Crispy Sachima (469g),No Variant,徐福记 · 红糖味沙琪玛 (469g),N/A,2023-11-07T06:50:51Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Egg Yolk Flavored Sachima (469g),No Variant,徐福记 · 松软蛋黄味沙琪玛 (469g),N/A,2023-11-07T06:50:49Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Pineapple Pastry (184g),No Variant,徐福记 · 凤梨酥 (184g),2.5 CAD,2023-11-14T22:05:11Z,0
Cakes & Pastries,I Love Yum,I Love Yum · Pork Floss Mochi Flavor Frozen Cake (290g),No Variant,至味 · 肉松麻薯盒子蛋糕 (290g),7.8 CAD,2023-12-16T05:25:48Z,5
Cakes & Pastries,I Love Yum,I Love Yum · Taro Cream Mochi Flavor Frozen Cake (310g),No Variant,至味 · 芋泥麻薯盒子蛋糕 (310g),7.8 CAD,2023-12-16T05:21:34Z,2
Cakes & Pastries,Jin Shun Xiang,Jin Shun Xiang · Five Nuts Fried Dough Twist (400g),No Variant,津顺祥 · 天津麻花五仁 (400g),3.0 CAD,2024-01-11T01:42:34Z,0
Cakes & Pastries,Jin Shun Xiang,Jin Shun Xiang · Black Seasame Fried Dough Twist (400g),No Variant,津顺祥 · 天津麻花黑芝麻味 (400g),3.0 CAD,2024-01-11T01:48:36Z,0
Cakes & Pastries,Jin Shun Xiang,Jin Shun Xiang · Mixed Fried Dough Twist (400g),No Variant,津顺祥 · 天津麻花混合口味 (400g),3.0 CAD,2024-01-11T01:51:47Z,0
Cakes & Pastries,Jin Shun Xiang,Jin Shun Xiang · Salt Pepper Fried Dough Twist (400g),No Variant,津顺祥 · 天津麻花椒盐味 (400g),3.0 CAD,2024-01-11T01:45:19Z,0
Cakes & Pastries,JinLuYi,JinLuYi · Mocha Flavor Fried Cake (300g),No Variant,金路易 · 脆皮抹茶炸奶 (300g),2.5 CAD,2024-01-06T23:39:53Z,2
Cakes & Pastries,Kotobuki,Kotobuki · Dorayaki Series (280g),Red Bean,"Kotobuki · 铜锣烧系列 (280g), 原味",5.0 CAD,2023-11-21T07:09:00Z,0
Cakes & Pastries,Kotobuki,Kotobuki · Dorayaki Series (280g),Chestnut,"Kotobuki · 铜锣烧系列 (280g), 板栗",5.0 CAD,2023-11-21T07:09:05Z,2
Cakes & Pastries,Kuraya Jersey,Kuraya Jersey · Nama Cream Bun Series (67.5g),Original,"Kuraya Jersey · 鲜奶油面包系列 (67.5g), 原味",3.0 CAD,2023-11-21T06:44:16Z,0
Cakes & Pastries,Kuraya Jersey,Kuraya Jersey · Nama Cream Bun Series (67.5g),Matcha,"Kuraya Jersey · 鲜奶油面包系列 (67.5g), 抹茶",3.0 CAD,2023-11-21T06:44:21Z,0
Cakes & Pastries,Kuraya Jersey,Kuraya Jersey · Nama Cream Bun Series (67.5g),Chocolate,"Kuraya Jersey · 鲜奶油面包系列 (67.5g), 巧克力",3.0 CAD,2023-11-21T06:44:26Z,0
Cakes & Pastries,Lotte,Lotte · Cacao Flavor Choco Pie (12*28g),No Variant,乐天 · 可可味巧克力派 (12*28g),3.5 CAD,2023-12-07T06:41:17Z,0
Cakes & Pastries,Lotte,Lotte · Banana Flavor Choco Pie  (12*28g),No Variant,乐天 · 香蕉味巧克力派 (12*28g),3.5 CAD,2023-12-07T06:40:06Z,0
Cakes & Pastries,Lotte,Lotte · Original Flavor Choco Pie (12*28g),No Variant,乐天 · 原味巧克力派 (12*28g),3.5 CAD,2023-12-07T06:42:32Z,0
Cakes & Pastries,Lotte,Lotte · Green Tea Flavor Choco Pie (12*28g),No Variant,乐天 · 绿茶味巧克力派 (12*28g),3.5 CAD,2023-12-07T06:42:05Z,0
Cakes & Pastries,Lotte,Lotte · Black Sugar Milk Tea Flavor Choco Pie (12*28g),No Variant,乐天 · 黑糖奶茶味巧克力派 (12*28g),3.5 CAD,2023-12-07T06:40:39Z,0
Cakes & Pastries,Lotte,Lotte · Cacao Flavor Choco Cacao Pie (12*28g),No Variant,乐天 · 可可味巧克力派 (12*28g),N/A,2023-11-07T06:50:52Z,5
Cakes & Pastries,Lotte,Lotte · Banana Choco Cacao Pie (12*28g),No Variant,乐天 · 香蕉味巧克力派 (12*28g),N/A,2023-11-07T06:50:53Z,5
Cakes & Pastries,Lotte,Lotte · Green Tea Choco Cacao Pie (12*28g),No Variant,乐天 · 绿茶味巧克力派 (12*28g),N/A,2023-11-07T06:50:53Z,5
Cakes & Pastries,Lotte,Lotte · Original Choco Cacao Pie (12*28g),No Variant,乐天 · 原味巧克力派 (12*28g),N/A,2023-11-07T06:50:54Z,5
Cakes & Pastries,Master Kong,Master Kong · Milk Bean Flavor Cake (200g),No Variant,康师傅 · 妙芙法式蛋糕牛奶红豆味 (200g),3.5 CAD,2024-02-04T19:34:33Z,4
Cakes & Pastries,Master Kong,Master Kong · Chocolate Flavor Cake (200g),No Variant,康师傅 · 妙芙欧式蛋糕巧克力味 (200g),3.5 CAD,2024-02-04T19:36:35Z,0
Cakes & Pastries,Master Kong,Master Kong · Cream Flavor Cake (192g),No Variant,康师傅 · 妙芙欧式蛋糕绵醇奶油味 (192g),3.5 CAD,2024-02-04T19:40:16Z,0
Cakes & Pastries,Master Kong,Master Kong · Taro & Milk Flavor Cake (192g),No Variant,康师傅 · 妙芙欧式蛋糕香芋牛奶味 (192g),3.5 CAD,2024-02-04T19:42:23Z,0
Cakes & Pastries,Orion,Orion · Berry Pie (12*23g),No Variant,,5.5 CAD,2024-02-24T06:37:32Z,0
Cakes & Pastries,Orion,Orion · Custard Pie (12*23g),No Variant,"好丽友-蛋黄派-12-23g, 好丽友 · 蛋黄派 (12*23g)",5.5 CAD,2024-02-24T06:26:05Z,0
Cakes & Pastries,Orion,Orion · Hazelnut Chocolate Mini Cake (12*28g),No Variant,,5.5 CAD,2024-02-24T06:40:12Z,0
Cakes & Pastries,Orion,Orion · Coco Pie (12*23g),No Variant,,5.5 CAD,2024-02-24T06:35:02Z,0
Cakes & Pastries,Youchen,Youchen · Pork Floss Cake (5 packs/10 packs/15 packs/one box),5 item,"友臣 · 肉松饼 (5包/10包/15包/一箱), 5 包",N/A,2023-12-12T22:52:36Z,0
Cakes & Pastries,Youchen,Youchen · Pork Floss Cake (5 packs/10 packs/15 packs/one box),10 items,"友臣 · 肉松饼 (5包/10包/15包/一箱), 10 包",N/A,2023-12-12T22:52:36Z,0
Cakes & Pastries,Youchen,Youchen · Pork Floss Cake (5 packs/10 packs/15 packs/one box),15 items,"友臣 · 肉松饼 (5包/10包/15包/一箱), 15 包",N/A,2023-12-12T22:52:36Z,0
Cakes & Pastries,Youchen,Youchen · Pork Floss Cake (5 packs/10 packs/15 packs/one box),70 items / 1 box,"友臣 · 肉松饼 (5包/10包/15包/一箱), 70 包 / 一箱",N/A,2023-12-12T22:52:36Z,0
Cakes & Pastries,Zhong Wang,Zhong Wang · Mini Fried Dough Twist Series (512g),Classic,"众望 · 小麻花系列 (512g), 经典原味",4.5 CAD,2023-11-15T23:15:10Z,3
Cakes & Pastries,Zhong Wang,Zhong Wang · Mini Fried Dough Twist Series (512g),Honey,"众望 · 小麻花系列 (512g), 蜂蜜",4.5 CAD,2023-11-15T23:15:10Z,2
Cakes & Pastries,Zhong Wang,Zhong Wang · Mini Fried Dough Twist Series (512g),Seaweed,"众望 · 小麻花系列 (512g), 海苔",4.5 CAD,2023-11-15T23:15:10Z,1
Candy & Chocolate,Dobby,Dobby · Fruit Juice Jelly Series,Mango(110g),"哆比 · 水果软糖系列, 芒果",N/A,2023-12-27T21:00:31Z,0
Candy & Chocolate,Dobby,Dobby · Fruit Juice Jelly Series,Milky Strawberry(100g),"哆比 · 水果软糖系列, 牛奶草莓",N/A,2023-12-27T21:00:31Z,0
Candy & Chocolate,Dobby,Dobby · Fruit Juice Jelly Series,White Grape(100g),"哆比 · 水果软糖系列, 白葡萄",N/A,2023-12-27T21:00:31Z,0
Candy & Chocolate,Dobby,Dobby · Fruit Juice Jelly Series,Coconut(100g),"哆比 · 水果软糖系列, 椰子",N/A,2023-12-27T21:00:31Z,0
Candy & Chocolate,Dobby,Dobby · Fruit Juice Jelly Series,Passion Fruit(100g),"哆比 · 水果软糖系列, 百香果",N/A,2023-12-27T21:00:31Z,0
Candy & Chocolate,Hot Kid,Hot Kid · Apple Flavor QQ Candy (70g),No Variant,旺仔 · 苹果味QQ糖 (70g),N/A,2023-11-07T06:51:46Z,0
Candy & Chocolate,Hot Kid,Hot Kid · Strawberry Flavor QQ Candy (70g),No Variant,旺仔 · 草莓味QQ糖 (70g),N/A,2023-11-07T06:51:47Z,0
Candy & Chocolate,Hot Kid,Hot Kid · Peach Flavor QQ Candy (70g),No Variant,旺仔 · 水蜜桃味QQ糖 (70g),N/A,2023-11-07T06:51:47Z,0
