Collection,Company,Product,Variant,Translations,Unit Cost,Updated At,Inventory Quantity
Bean Curds & Konjac Snacks,XiaoHuYa,XiaoHuYa · Sweet Spicy Duck Tongue Flavor (95g),,小胡鸭 · 甜辣鸭舌 (95g),7.0 CAD,2024-01-17T16:43:18Z,0
Bean Curds & Konjac Snacks,XiaoHuYa,XiaoHuYa · Spicy boneless duck feet Flavor (150g),,小胡鸭 · 香辣味去骨鸭掌 (150g),7.0 CAD,2023-12-24T22:39:53Z,0
Bean Curds & Konjac Snacks,XiaoHuYa,XiaoHuYa · Lemon Flavored Boneless Chicken Feet Flavor (90g),,小胡鸭 · 柠檬味去骨凤爪 (90g),4.0 CAD,2023-12-24T22:45:41Z,0
Bean Curds & Konjac Snacks,YMZ,YMZ · Ma La Niu Rou (70g),,渝美滋 · 麻辣牛肉 (70g),1.2 CAD,2024-01-17T17:53:02Z,0
Bean Curds & Konjac Snacks,Yi Guan Yuan,Yi Guan Yuan · Spicy Flavor Gluten Stick (328g),,怡冠园 · 湘味辣条很麻很辣 (328g),3.0 CAD,2024-01-17T16:50:16Z,0
Bean Curds & Konjac Snacks,Yi Guan Yuan,Yi Guan Yuan · Vegetarian Skewers (125g),,怡冠园 · 棒棒香 (125g),1.2 CAD,2024-01-27T15:25:56Z,0
Bean Curds & Konjac Snacks,Yi Guan Yuan,Yi Guan Yuan · Spicy Fried Pungent Beancurd(108g),,怡冠园 · 香辣味臭豆腐 (108g),1.6 CAD,2023-11-17T00:43:26Z,0
Bean Curds & Konjac Snacks,Yu Tong Le,Yu Tong Le · Soy Snack Series (228g),,余同乐 · 大撸串系列 (228g),1.5 CAD,2023-11-17T02:00:19Z,0
Bean Curds & Konjac Snacks,Yu Tong Le,Yu Tong Le · Soy Snack Series (228g),,余同乐 · 大撸串系列 (228g),1.5 CAD,2023-11-17T02:00:19Z,0
Bean Curds & Konjac Snacks,Yu Tong Le,Yu Tong Le · Soy Snack Series (228g),,余同乐 · 大撸串系列 (228g),1.5 CAD,2023-11-17T02:00:19Z,0
Bean Curds & Konjac Snacks,Zero Egg,Zero Egg · Original Flavor Soft Boiled Eggs (16*35g),,零蛋 · 溏心蛋系列 (16*35g),12.0 CAD,2024-03-08T10:44:39Z,0
Bean Curds & Konjac Snacks,Zero Egg,Zero Egg · Original Flavor Soft Boiled Eggs (16*35g),,零蛋 · 溏心蛋系列 (16*35g),12.0 CAD,2024-03-08T10:44:39Z,0
Bean Curds & Konjac Snacks,Zero Egg,Zero Egg · Original Flavor Soft Boiled Eggs (16*35g),,零蛋 · 溏心蛋系列 (16*35g),12.0 CAD,2024-03-08T10:44:39Z,0
Beef,Unknown,Frozen Beef Marrow Bone (1LB/Pack),,冷冻牛骨(含骨髓) (约1LB/份),6.78 CAD,2024-01-07T06:11:21Z,4
Beef,Unknown,Frozen T-Bone/Porterhouse Steak (1LB/Pack),,冷冻波特豪斯牛排 (T骨牛排) (1LB/份),16.99 CAD,2024-01-21T22:55:32Z,2
Beef,Unknown,Frozen Beef Brisket,,冷冻牛腩 ,N/A,2024-02-08T04:12:22Z,0
Beef,Unknown,Frozen Beef Brisket,,冷冻牛腩 ,N/A,2024-02-08T04:12:22Z,0
Beef,Unknown,Frozen Korean Style Beef Short Ribs (About 1LB/Pack),,冷冻韩式牛仔骨 (约1LB/包),7.99 CAD,2024-01-21T21:11:39Z,0
Beef,Unknown,Frozen Beef Knuckle Bones (2LB/Pack),,冷冻牛膝骨 (2LB/包）,5.38 CAD,2024-01-07T06:17:50Z,0
Beef,Unknown,Frozen Prime New York Striploin Steak (1LB/Pack),,冷冻精选厚切纽约西冷牛排 (1LB/份),17.25 CAD,2024-01-07T06:27:11Z,0
Biscuits & Cookies,3+2,3+2 · Filling Sandwich Cracker Series (400g),,,N/A,2024-02-04T08:19:35Z,3
Biscuits & Cookies,3+2,3+2 · Filling Sandwich Cracker Series (400g),,,N/A,2024-02-04T08:19:35Z,1
Biscuits & Cookies,Garden,Garden · Cream Wafer(200g),,嘉顿 · 威化饼系列 (200g),2.0 CAD,2023-11-07T06:51:07Z,0
Biscuits & Cookies,Garden,Garden · Cream Wafer(200g),,嘉顿 · 威化饼系列 (200g),2.0 CAD,2023-11-07T06:51:07Z,0
Biscuits & Cookies,Garden,Garden · Cream Wafer(200g),,嘉顿 · 威化饼系列 (200g),2.0 CAD,2023-11-07T06:51:07Z,0
Biscuits & Cookies,Garden,Garden · Cream Wafer(200g),,嘉顿 · 威化饼系列 (200g),2.0 CAD,2023-11-07T06:51:07Z,0
Biscuits & Cookies,Garden,Garden · Cream Wafer(200g),,嘉顿 · 威化饼系列 (200g),2.0 CAD,2023-11-07T06:51:07Z,0
Biscuits & Cookies,Hot Kid,Hot Kid · Milk Flavored Steamed Buns (210g),,旺仔 · 特浓牛奶味小馒头 (210g),N/A,2023-12-24T23:13:44Z,0
Biscuits & Cookies,Hot Kid,Hot Kid · Honey Flavored Steamed Buns (210g),,旺仔 · 蜂蜜味小馒头 (210g),N/A,2023-12-24T23:11:06Z,0
Biscuits & Cookies,House Cat,House Cat · Cheese Crispy Biscuits (118g),,,2.0 CAD,2024-02-24T06:58:39Z,0
Biscuits & Cookies,LSBD,LSBD · Purple Sweet Potato Flavor Butterfly Crisp (172g),,恋尚宝岛 · 蝴蝶酥紫薯味 (172g),2.5 CAD,2024-01-17T23:02:47Z,0
Biscuits & Cookies,LSBD,LSBD · Original Flavor Butterfly Crisp (172g),,恋尚宝岛 · 蝴蝶酥原味 (172g),2.5 CAD,2024-01-17T23:00:10Z,0
Biscuits & Cookies,Master Kong,Master Kong · Strawberry Flavor Biscuit (40g),,康师傅 · 彩笛卷草莓味 (40g),1.5 CAD,2024-02-04T08:08:20Z,0
Biscuits & Cookies,Master Kong,Master Kong · Salted Milk Flavor Biscuit (240g),,康师傅 · 咸酥夹心葱香奶油味饼干 (240g),3.0 CAD,2024-02-04T19:30:08Z,0
Biscuits & Cookies,Master Kong,Master Kong · Lemon Flavor Sweet Biscuit (240g),,康师傅 · 甜酥夹心清新柠檬味 (240g),3.0 CAD,2024-02-04T19:25:32Z,0
Biscuits & Cookies,Master Kong,Master Kong · Chocolate Flavor Biscuit (40g),,康师傅 · 彩迪卷巧克力口味 (40g),1.5 CAD,2024-02-04T08:06:20Z,0
Biscuits & Cookies,Master Kong,Master Kong · Cheese Flavor Biscuit (240g),,康师傅 · 咸酥夹心奶油芝士味饼干 (240g),3.0 CAD,2024-02-04T19:32:17Z,0
Biscuits & Cookies,Master Kong,Master Kong · Green Onion Flavor Biscuit (255g),,康师傅 · 美味酥葱香味 (255g),3.0 CAD,2024-02-04T08:14:54Z,0
Biscuits & Cookies,Master Kong,Master Kong · BBQ Flavor Biscuit (255g),,康师傅 · 美味酥什锦烧烤味 (255g),3.0 CAD,2024-02-04T08:11:01Z,0
Biscuits & Cookies,Master Kong,Master Kong · Chocolate Flavor Sweet Biscuit (240g),,康师傅 · 甜酥夹心榛子巧克力味 (240g),3.0 CAD,2024-02-04T19:27:28Z,0
Biscuits & Cookies,Master Kong,Master Kong · Yolk Flavor Biscuit (240g),,康师傅 · 蛋黄也酥酥蛋黄味 (240g),3.0 CAD,2024-02-04T08:12:49Z,0
Biscuits & Cookies,Nestle,Nestle · Choco Flavor Crackers (595.2g),,雀巢 · 脆脆鲨威化饼巧克力味 (595.2g),8.5 CAD,2024-02-23T04:25:24Z,0
Biscuits & Cookies,Pacific,Pacific · Seaweed Flavor Soda Crackers (400g),,太平 · 海苔梳打饼干 (400g),3.8 CAD,2024-02-04T08:42:14Z,0
Biscuits & Cookies,Pacific,Pacific · Salted Flavor Soda Crackers (400g),,太平 · 奶盐味梳打饼干 (400g),3.8 CAD,2024-02-04T08:45:32Z,0
Biscuits & Cookies,Pacific,Pacific · Green Onion Flavor Soda Crackers (400g),,太平 · 香葱味梳打饼干 (400g),3.8 CAD,2024-02-04T08:43:48Z,0
Biscuits & Cookies,San Niu,San Niu · Shanghai Biscuits (400g),,三牛 · 上海万年青饼干 (400g),3.0 CAD,2023-12-10T00:04:12Z,0
Biscuits & Cookies,Want Want,Want Want · Coconut Milk Flavor Crepe Stick (60g),,旺旺 · 椰奶味黑白配 (60g),N/A,2023-11-07T06:51:42Z,0
Biscuits & Cookies,Want Want,Want Want · Vanilla Flavor Crepe Stick (60g),,旺旺 · 黑白配 (60g),N/A,2023-11-07T06:51:51Z,0
Biscuits & Cookies,Want Want,Want Want · Caramel Milk Flavor Crepe Stick (60g),,旺旺 · 黑白配 焦糖奶香味(60g),N/A,2023-11-07T06:51:41Z,0
Biscuits & Cookies,Want Want,Want Want · Milk Flavor Puff (100g),,旺旺 · 奶味泡芙 (100g),N/A,2023-11-07T06:51:41Z,0
Biscuits & Cookies,Weijue,Weijue · Cheese Thin Pancakes (300g),,味觉 · 芝士薄饼 (300g),2.5 CAD,2023-12-18T23:14:47Z,0
Biscuits & Cookies,Weijue,Weijue · Milk Thin Pancakes (300g),,味觉 · 牛奶薄饼(300g),2.5 CAD,2023-12-18T23:12:40Z,0
Biscuits & Cookies,Weijue,Weijue · Vegetable Thin Pancakes (300g),,味觉 · 蔬菜薄饼(300g),2.5 CAD,2023-12-18T23:08:31Z,0
Biscuits & Cookies,YangHang,YangHang · Salted Egg Yolk Biscuits(120g),,杨航 · 咸蛋黄元气饼 (120g),N/A,2023-11-07T06:51:15Z,0
Biscuits & Cookies,YangHang,YangHang · Black Sesame Biscuits(120g),,杨航 · 黑芝麻元气饼 (120g),N/A,2023-11-07T06:51:14Z,0
Biscuits & Cookies,YangHang,YangHang · Black Sesame Lava Biscuits (160g),,杨航 · 黑芝麻流心酥 (160g),N/A,2023-11-07T06:51:15Z,0
Buns & Dim Sum,Bi Feng Tang,Bi Feng Tang ·  Handmade Shrimp Dumpling(6*25g),,避风塘 · 手工港式虾饺 (6*25g),5.0 CAD,2023-12-27T20:26:20Z,2
Buns & Dim Sum,Bi Feng Tang,Bi Feng Tang · Pineapple AssoredBuns (6*20g),,避风塘 · 马拉盏 (6*20g),2.3 CAD,2023-12-27T20:26:52Z,4
Buns & Dim Sum,Bi Feng Tang,Bi Feng Tang · Four-Colour Pineapple Buns (4*30g),,避风塘 · 缤纷港式菠萝包 (4*30g),3.8 CAD,2023-12-27T20:26:36Z,0
Buns & Dim Sum,HuoJia,HuoJia · Thin Skin Bun Three Fresh Deicis (420g),,霍嘉 · 素三鲜薄皮素包 (420g),3.6 CAD,2024-01-06T00:45:37Z,0
Buns & Dim Sum,HuoJia,HuoJia · Thin Skin Bun Mushroom & Vegetable (420g),,霍嘉 · 香菇青菜薄皮素包 (420g),3.6 CAD,2024-01-06T00:19:57Z,0
Buns & Dim Sum,HuoJia,HuoJia · Thin Skin Bun Shepherd's Purse (420g),,霍嘉 · 荠菜鸡蛋薄皮素包 (420g),3.6 CAD,2024-01-06T01:15:27Z,0
Buns & Dim Sum,QWYC,QWYC · Salted Egg Yolk Filling Frozen Fried Dough Twsit (252g),,,5.3 CAD,2024-03-08T09:50:28Z,5
Buns & Dim Sum,Ri Wang,Ri Wang · Pork Filling Soupy Buns(240g),,日旺 · 南翔小笼包(240g),3.0 CAD,2023-11-07T03:23:45Z,0
Buns & Dim Sum,San Quan,San Quan · Frozen Steamed With Milk & Egg Flavored Flour Buns (960g),,三全 · 蛋奶馒头 (960g),5.0 CAD,2024-01-06T02:07:12Z,1
Buns & Dim Sum,San Quan,San Quan · Osmathus Steamed Sponge Cakes (360g),,三全 · 桂花方糕 (360g),4.8 CAD,2023-12-30T05:30:36Z,4
Buns & Dim Sum,San Quan,San Quan · Wheat Flavored Steamed Buns (480g),,三全 · 麦香原味馒头 (480g),2.8 CAD,2024-01-06T02:02:42Z,0
Buns & Dim Sum,San Quan,San Quan · Hedgehog Shaped Bean Paste Buns (375g),,三全 · 小刺猬豆沙包 (375g),2.6 CAD,2024-01-06T01:54:19Z,0
Buns & Dim Sum,San Quan,San Quan · Frozen Red Bean Bun (360g),,三全 · 豆沙包 (360g),2.1 CAD,2024-02-02T06:26:20Z,0
Buns & Dim Sum,San Quan,San Quan · Frozen Rabbit Shaped Custard Buns (375g),,三全 · 小玉兔奶黄包 (375g),2.6 CAD,2024-01-06T01:49:23Z,0
Buns & Dim Sum,San Quan,San Quan · Fried Dough Sticks (400g),,三全 · 小胖子油条 (400g),3.3 CAD,2023-11-07T03:23:21Z,0
Buns & Dim Sum,San Quan,San Quan · Steamed Twisted Roll (300g),,三全 · 葱油花卷 (300g),N/A,2024-01-06T01:43:00Z,0
Buns & Dim Sum,Synear,Synear · Pork&Shrimp Soup Dumplings (300g),,思念 · 猪肉鲜虾味金牌小笼包 (300g),5.8 CAD,2023-11-07T03:23:09Z,0
Buns & Dim Sum,Synear,Synear · Pork&Carb Soup Dumplings (300g),,思念 · 猪肉蟹肉味金牌小笼包 (300g),5.8 CAD,2023-11-30T01:43:58Z,0
Buns & Dim Sum,Synear,Synear · Preserved Vegetable Bun (270g),,思念 · 梅干菜包 (270g),4.25 CAD,2023-11-07T03:23:11Z,0
Buns & Dim Sum,Synear,Synear · Brown Sugar Buns (400g),,思念 · 中华面点红糖馒头 (400g),N/A,2023-11-01T00:25:02Z,0
Buns & Dim Sum,Synear,Synear · Shepherd & Egg Bun (270g),,思念 · 荠菜鸡蛋包 (270g),4.25 CAD,2023-11-07T03:23:10Z,0
Buns & Dim Sum,Synear,Synear · Brown Sugar Oat Buns (420g),,思念 · 中华面点红糖燕麦馒头 (420g),N/A,2023-11-07T03:23:14Z,0
Buns & Dim Sum,Synear,Synear · Steamed Twisted Roll (360g),,思念 · 中华面点葱油花卷 (360g),N/A,2023-11-07T03:23:14Z,0
Buns & Dim Sum,Te Bie Cai Yuan,Te Bie Cai Yuan · Golden Vegetable Bun(600g),,特别菜园 · 黄金菜团系列 (600g),3.0 CAD,2024-01-22T02:00:41Z,0
Buns & Dim Sum,Te Bie Cai Yuan,Te Bie Cai Yuan · Golden Vegetable Bun(600g),,特别菜园 · 黄金菜团系列 (600g),3.0 CAD,2024-01-22T02:01:06Z,3
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,,天天点心 · 包子系列 ,3.0 CAD,2023-11-09T22:48:17Z,5
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,,天天点心 · 包子系列 ,3.0 CAD,2024-03-14T18:11:26Z,3
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,,天天点心 · 包子系列 ,3.0 CAD,2023-11-07T03:22:45Z,2
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,,天天点心 · 包子系列 ,3.0 CAD,2023-11-07T03:22:45Z,3
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,,天天点心 · 包子系列 ,3.0 CAD,2023-11-07T03:22:45Z,0
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,,天天点心 · 包子系列 ,N/A,2023-11-07T03:22:45Z,2
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,,天天点心 · 包子系列 ,N/A,2023-11-07T03:22:45Z,4
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,,天天点心 · 包子系列 ,3.0 CAD,2023-11-07T03:22:45Z,3
Buns & Dim Sum,Tian Tian Dim Sum,Tian Tian Dim Sum · Steamed Bun Series,,天天点心 · 包子系列 ,3.0 CAD,2023-11-07T03:22:45Z,1
Buns & Dim Sum,Unique,Unique · Shrimp ShaoMai (340g),,唯一 · 鲜虾烧麦 (340g),3.7 CAD,2023-11-01T03:17:12Z,5
Buns & Dim Sum,Unique,Unique · Sticky Rice With Chicken (340g),,唯一 · 糯米鸡 (340g),5.3 CAD,2024-03-27T20:17:17Z,0
Buns & Dim Sum,Wan Chai Ferry,Wan Chai Ferry · Frozen Lava Custard Steam Bun (350g),,湾仔码头 · 爆汁流沙包 (350g),4.0 CAD,2023-12-28T23:59:31Z,0
Buns & Dim Sum,Wu Ting,Wu Ting · Flour Bun(240g),,五亭 · 千层油糕 (240g),1.9 CAD,2023-11-16T05:36:46Z,0
Buns & Dim Sum,Wu Ting,Wu Ting · Mushroom ShaoMai (6*50g),,,2.5 CAD,2023-11-16T05:55:14Z,0
Buns & Dim Sum,Wu Ting,Wu Ting · Steamed Bun Series(480g),, 五亭 · 包子系列 (480g),3.5 CAD,2023-11-07T03:22:47Z,0
Buns & Dim Sum,Wu Ting,Wu Ting · Steamed Bun Series(480g),, 五亭 · 包子系列 (480g),N/A,2024-01-28T01:39:36Z,0
Buns & Dim Sum,Wu Ting,Wu Ting · Steamed Bun Series(480g),, 五亭 · 包子系列 (480g),N/A,2023-11-07T03:22:47Z,0
Buns & Dim Sum,Wu Ting,Wu Ting · Steamed Bun Series(480g),, 五亭 · 包子系列 (480g),N/A,2023-11-07T03:22:47Z,0
Buns & Dim Sum,Wu Ting,Wu Ting · Steamed Bun Series(480g),, 五亭 · 包子系列 (480g),3.5 CAD,2024-02-20T23:27:55Z,0
Buns & Dim Sum,YangZhou,YangZhou · Frozen Pickles Cabbage Bun (80g*6),,扬州 · 五亭雪菜笋丝包 (80g*6),3.5 CAD,2024-03-12T17:35:05Z,0
Buns & Dim Sum,YangZhou,YangZhou · Frozen Mushroom & Green Vegetables Steamed Bun (80g*6),,扬州五亭 · 香菇素菜包 (80g*6),3.5 CAD,2024-03-12T09:39:56Z,0
Buns & Dim Sum,YangZhou,YangZhou · Frozen Mushroom & Bamboo Shoots Steamed Bun (80g*6),,扬州五亭 · 三丁包 (80g*6),3.5 CAD,2024-03-12T09:35:52Z,0
Buns & Dim Sum,YangZhou,YangZhou · Frozen Dried Cabbage Bun (80g*6),,扬州 · 五亭梅干菜包 (80g*6),N/A,2024-01-06T03:58:26Z,0
Buns & Dim Sum,YangZhou,YangZhou · Frozen Chinese Spinach Bun (80g*6),,扬州 · 五亭荠菜包 (80g*6),3.5 CAD,2024-01-06T03:54:05Z,4
Cakes & Pastries,DUJOSOO,DUJOSOO · Fluffy Mayo Bread (400g),,独角兽 · 全麦麸奶黄夹心欧包 (400g),6.2 CAD,2024-01-17T16:24:01Z,0
Cakes & Pastries,DUJOSOO,DUJOSOO · Fluffy Choco Bread (400g),,独角兽 · 全麦麸巧克力爆浆欧包 (400g),6.2 CAD,2024-01-17T16:26:18Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Orange Flavor Croissant (6*25g),,达利园 · 香橙味羊角面包 (6*25g),2.46 CAD,2023-12-08T07:56:17Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Nagasakl cake (400g),,达利园 · 长崎蛋糕 (400g),4.5 CAD,2023-12-27T20:54:34Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Egg Europeany cake (225g),,达利园 · 欧式面包 (225g),2.5 CAD,2023-12-27T20:50:02Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Mashed Taro Waxy Bread (230g),,达利园 · 芋泥味糯面包 (230g),2.5 CAD,2023-12-27T20:52:42Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Cream Cake Series (460g),,达利园 · 注心派系列 (460g),4.5 CAD,2023-12-27T20:49:44Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Cream Cake Series (460g),,达利园 · 注心派系列 (460g),4.5 CAD,2023-12-27T20:49:44Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · French Soft Bread Series,,达利园 · 法式小面包系列,4.5 CAD,2023-12-27T20:52:23Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · French Soft Bread Series,,达利园 · 法式小面包系列,4.5 CAD,2023-12-27T20:52:23Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · French Soft Bread Series,,达利园 · 法式小面包系列,4.5 CAD,2023-12-27T20:51:51Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · French Soft Bread Series,,达利园 · 法式小面包系列,4.5 CAD,2023-12-27T20:51:21Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · French Soft Bread Series,,达利园 · 法式小面包系列,4.5 CAD,2023-12-27T20:51:04Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · French Soft Bread Series,,达利园 · 法式小面包系列,4.5 CAD,2023-12-27T20:50:48Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Swiss Roll Series (240g),,达利园 · 瑞士卷系列 (12*20g),3.5 CAD,2023-12-27T20:55:25Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Swiss Roll Series (240g),,达利园 · 瑞士卷系列 (12*20g),3.5 CAD,2023-12-27T20:55:25Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Swiss Roll Series (240g),,达利园 · 瑞士卷系列 (12*20g),3.5 CAD,2023-12-27T20:55:25Z,0
Cakes & Pastries,DaLiYuan,DaLiYuan · Swiss Roll Series (240g),,达利园 · 瑞士卷系列 (12*20g),3.5 CAD,2023-12-27T20:55:25Z,0
Cakes & Pastries,Gocookie,Gocookie · Sea Salt & Cheese Sachima(128g),,谷焙奇 · 芝士海盐沙琪玛(128g),N/A,2023-11-07T06:51:22Z,0
Cakes & Pastries,Gocookie,Gocookie · Yogurt & Cranberries Sachima (128g),,谷焙奇 · 酸奶蔓越莓沙琪玛(128g),N/A,2023-11-07T06:51:23Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Thick Pineapple Pastry (190g),,徐福记 · 厚切凤梨酥 (190g),3.8 CAD,2023-11-14T22:06:03Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Thick Mango Pastry (190g),,徐福记 · 厚切芒果酥 (190g),3.8 CAD,2023-11-14T22:03:14Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Cheese Rolled Cookies (105g),,徐福记 · 芝士味卷心酥 (105g),1.5 CAD,2023-11-14T21:58:23Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Cream Rolled Cookies (105g),,徐福记 · 奶油味卷心酥 (105g),1.5 CAD,2023-11-14T21:57:57Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Mango Pastry (184g),,徐福记 · 芒果酥 (184g),2.5 CAD,2023-11-14T22:05:28Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Crispy Sesame Flavor Sachima (469g),,徐福记 · 脆芝麻味沙琪玛 (469g),N/A,2023-11-07T06:50:50Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Brown Sugar Crispy Sachima (469g),,徐福记 · 红糖味沙琪玛 (469g),N/A,2023-11-07T06:50:51Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Egg Yolk Flavored Sachima (469g),,徐福记 · 松软蛋黄味沙琪玛 (469g),N/A,2023-11-07T06:50:49Z,0
Cakes & Pastries,Hsufuchi,Hsufuchi · Pineapple Pastry (184g),,徐福记 · 凤梨酥 (184g),2.5 CAD,2023-11-14T22:05:11Z,0
Cakes & Pastries,I Love Yum,I Love Yum · Pork Floss Mochi Flavor Frozen Cake (290g),,至味 · 肉松麻薯盒子蛋糕 (290g),7.8 CAD,2023-12-16T05:25:48Z,0
Cakes & Pastries,I Love Yum,I Love Yum · Taro Cream Mochi Flavor Frozen Cake (310g),,至味 · 芋泥麻薯盒子蛋糕 (310g),7.8 CAD,2023-12-16T05:21:34Z,0
Cakes & Pastries,Jin Shun Xiang,Jin Shun Xiang · Assorted Fried Dough Twist (400g),,津顺祥 · 天津麻花什锦味 (400g),3.0 CAD,2024-01-11T01:54:31Z,1
Cakes & Pastries,Jin Shun Xiang,Jin Shun Xiang · Five Nuts Fried Dough Twist (400g),,津顺祥 · 天津麻花五仁 (400g),3.0 CAD,2024-01-11T01:42:34Z,0
Cakes & Pastries,Jin Shun Xiang,Jin Shun Xiang · Black Seasame Fried Dough Twist (400g),,津顺祥 · 天津麻花黑芝麻味 (400g),3.0 CAD,2024-01-11T01:48:36Z,0
Cakes & Pastries,Jin Shun Xiang,Jin Shun Xiang · Mixed Fried Dough Twist (400g),,津顺祥 · 天津麻花混合口味 (400g),3.0 CAD,2024-01-11T01:51:47Z,0
Cakes & Pastries,Jin Shun Xiang,Jin Shun Xiang · Salt Pepper Fried Dough Twist (400g),,津顺祥 · 天津麻花椒盐味 (400g),3.0 CAD,2024-01-11T01:45:19Z,0
Cakes & Pastries,JinLuYi,JinLuYi · Mocha Flavor Fried Cake (300g),,金路易 · 脆皮抹茶炸奶 (300g),2.5 CAD,2024-01-06T23:39:53Z,0
Cakes & Pastries,Kuraya Jersey,Kuraya Jersey · Nama Cream Bun Series (67.5g),,Kuraya Jersey · 鲜奶油面包系列 (67.5g),3.0 CAD,2023-11-21T06:44:16Z,0
Cakes & Pastries,Kuraya Jersey,Kuraya Jersey · Nama Cream Bun Series (67.5g),,Kuraya Jersey · 鲜奶油面包系列 (67.5g),3.0 CAD,2023-11-21T06:44:21Z,0
Cakes & Pastries,Kuraya Jersey,Kuraya Jersey · Nama Cream Bun Series (67.5g),,Kuraya Jersey · 鲜奶油面包系列 (67.5g),3.0 CAD,2023-11-21T06:44:26Z,0
Cakes & Pastries,Le Man Fen,Le Man Fen · Cheese Flavour Layered Bread (179g),,乐满芬 · 奶酪千层面包奶酪芝士味 (179g),2.2 CAD,2024-03-23T11:14:01Z,0
Cakes & Pastries,Le Man Fen,Le Man Fen · Cheese Custard Biscuit (220g),,乐满芬 · 芝士流心酥 (220g),2.3 CAD,2024-03-23T11:02:34Z,0
Cakes & Pastries,Le Man Fen,Le Man Fen · Cheese Flavour Layered Cake (125g),,乐满芬 · 虎皮千层蛋糕芝士味 (125g),2.2 CAD,2024-03-23T11:17:59Z,0
Cakes & Pastries,Le Man Fen,Le Man Fen · Durian Custard Biscuit (220g),,乐满芬 · 榴莲流心酥 (220g),2.3 CAD,2024-03-23T11:03:57Z,0
Cakes & Pastries,Le Man Fen,Le Man Fen · Original Flavour Layered Cake (125g),,乐满芬 · 虎皮千层蛋糕原味 (125g),2.2 CAD,2024-03-23T11:16:30Z,0
Cakes & Pastries,Le Man Fen,Le Man Fen · Egg Yolk Custard Biscuit (220g),,乐满芬 · 蛋黄流心酥 (220g),2.3 CAD,2024-03-23T11:05:21Z,0
Cakes & Pastries,Lotte,Lotte · Cacao Flavor Choco Pie (12*28g),,乐天 · 可可味巧克力派 (12*28g),3.5 CAD,2023-12-07T06:41:17Z,0
Cakes & Pastries,Lotte,Lotte · Banana Flavor Choco Pie  (12*28g),,乐天 · 香蕉味巧克力派 (12*28g),3.5 CAD,2023-12-07T06:40:06Z,0
Cakes & Pastries,Lotte,Lotte · Original Flavor Choco Pie (12*28g),,乐天 · 原味巧克力派 (12*28g),3.5 CAD,2023-12-07T06:42:32Z,0
Cakes & Pastries,Lotte,Lotte · Green Tea Flavor Choco Pie (12*28g),,乐天 · 绿茶味巧克力派 (12*28g),3.5 CAD,2023-12-07T06:42:05Z,0
Cakes & Pastries,Lotte,Lotte · Black Sugar Milk Tea Flavor Choco Pie (12*28g),,乐天 · 黑糖奶茶味巧克力派 (12*28g),3.5 CAD,2023-12-07T06:40:39Z,0
Cakes & Pastries,Lotte,Lotte · Cacao Flavor Choco Cacao Pie (12*28g),,乐天 · 可可味巧克力派 (12*28g),N/A,2023-11-07T06:50:52Z,5
Cakes & Pastries,Lotte,Lotte · Banana Choco Cacao Pie (12*28g),,乐天 · 香蕉味巧克力派 (12*28g),N/A,2023-11-07T06:50:53Z,5
Cakes & Pastries,Lotte,Lotte · Green Tea Choco Cacao Pie (12*28g),,乐天 · 绿茶味巧克力派 (12*28g),N/A,2023-11-07T06:50:53Z,5
